# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	13504	14544	-							HUK68_RS00065	1041		old_locus_tag=HUK68_00065
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	13504	14544	-	WP_175502346.1	WP_175502346.1		DUF4105 domain-containing protein			HUK68_RS00065	1041	346	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	14553	15107	-							HUK68_RS00070	555		old_locus_tag=HUK68_00070
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	14553	15107	-	WP_175502347.1	WP_175502347.1		adenine phosphoribosyltransferase			HUK68_RS00070	555	184	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	15296	16297	+							HUK68_RS00075	1002		old_locus_tag=HUK68_00075
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	15296	16297	+	WP_175502348.1	WP_175502348.1		KpsF/GutQ family sugar-phosphate isomerase			HUK68_RS00075	1002	333	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	16297	16854	+							HUK68_RS00080	558		old_locus_tag=HUK68_00080
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	16297	16854	+	WP_175502349.1	WP_175502349.1		HAD hydrolase family protein			HUK68_RS00080	558	185	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	16854	17483	+					lptC		HUK68_RS00085	630		old_locus_tag=HUK68_00085
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	16854	17483	+	WP_175502350.1	WP_175502350.1		LPS export ABC transporter periplasmic protein LptC	lptC		HUK68_RS00085	630	209	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	17486	18274	+							HUK68_RS00090	789		old_locus_tag=HUK68_00090
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	17486	18274	+	WP_175502351.1	WP_175502351.1		SDR family oxidoreductase			HUK68_RS00090	789	262	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	18402	18992	-							HUK68_RS00095	591		old_locus_tag=HUK68_00095
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	18402	18992	-	WP_175502352.1	WP_175502352.1		RNA-binding protein			HUK68_RS00095	591	196	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	19058	19228	+							HUK68_RS00100	171		old_locus_tag=HUK68_00100
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	19058	19228	+	WP_175502353.1	WP_175502353.1		hypothetical protein			HUK68_RS00100	171	56	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	19245	19619	-							HUK68_RS00105	375		old_locus_tag=HUK68_00105
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	19245	19619	-	WP_175502354.1	WP_175502354.1		RNA-binding protein			HUK68_RS00105	375	124	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	20061	20639	+							HUK68_RS00110	579		old_locus_tag=HUK68_00110
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	20061	20639	+	WP_175502355.1	WP_175502355.1		TMEM165/GDT1 family protein			HUK68_RS00110	579	192	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	20754	21881	+							HUK68_RS00115	1128		old_locus_tag=HUK68_00115
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	20754	21881	+	WP_175502356.1	WP_175502356.1		homoserine O-acetyltransferase			HUK68_RS00115	1128	375	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	21878	22462	+					metW		HUK68_RS00120	585		old_locus_tag=HUK68_00120
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	21878	22462	+	WP_175502357.1	WP_175502357.1		methionine biosynthesis protein MetW	metW		HUK68_RS00120	585	194	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	22602	24077	+							HUK68_RS00125	1476		old_locus_tag=HUK68_00125
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	22602	24077	+	WP_175502358.1	WP_175502358.1		M20 family metallopeptidase			HUK68_RS00125	1476	491	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	24211	24960	-							HUK68_RS00130	750		old_locus_tag=HUK68_00130
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	24211	24960	-	WP_175502359.1	WP_175502359.1		16S rRNA (uracil(1498)-N(3))-methyltransferase			HUK68_RS00130	750	249	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	25047	26144	-							HUK68_RS00135	1098		old_locus_tag=HUK68_00135
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	25047	26144	-	WP_175502360.1	WP_175502360.1		phosphotransferase			HUK68_RS00135	1098	365	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	26257	28644	+							HUK68_RS00140	2388		old_locus_tag=HUK68_00140
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	26257	28644	+	WP_244146217.1	WP_244146217.1		LPS-assembly protein LptD			HUK68_RS00140	2388	795	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	28660	30084	+							HUK68_RS00145	1425		old_locus_tag=HUK68_00145
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	28660	30084	+	WP_175502361.1	WP_175502361.1		peptidylprolyl isomerase			HUK68_RS00145	1425	474	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	30093	30863	+					rsmA		HUK68_RS00150	771		old_locus_tag=HUK68_00150
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	30093	30863	+	WP_175502362.1	WP_175502362.1		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	rsmA		HUK68_RS00150	771	256	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	30928	31353	-							HUK68_RS00155	426		old_locus_tag=HUK68_00155
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	30928	31353	-	WP_175502363.1	WP_175502363.1		barstar family protein			HUK68_RS00155	426	141	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	31497	31904	-							HUK68_RS00160	408		old_locus_tag=HUK68_00160
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	31497	31904	-	WP_175502364.1	WP_175502364.1		ribonuclease N			HUK68_RS00160	408	135	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	32043	34355	-							HUK68_RS00165	2313		old_locus_tag=HUK68_00165
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	32043	34355	-	WP_175502365.1	WP_175502365.1		NADP-dependent malic enzyme			HUK68_RS00165	2313	770	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	34715	35746	+							HUK68_RS00170	1032		old_locus_tag=HUK68_00170
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	34715	35746	+	WP_175502366.1	WP_175502366.1		tripartite tricarboxylate transporter substrate binding protein			HUK68_RS00170	1032	343	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	35864	36250	+							HUK68_RS00175	387		old_locus_tag=HUK68_00175
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	35864	36250	+	WP_175502367.1	WP_175502367.1		hypothetical protein			HUK68_RS00175	387	128	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	36375	36623	-							HUK68_RS00180	249		old_locus_tag=HUK68_00180
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	36375	36623	-	WP_175502368.1	WP_175502368.1		DUF2061 domain-containing protein			HUK68_RS00180	249	82	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	36734	37276	+							HUK68_RS00185	543		old_locus_tag=HUK68_00185
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	36734	37276	+	WP_175502369.1	WP_175502369.1		GNAT family N-acetyltransferase			HUK68_RS00185	543	180	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	37269	37805	+							HUK68_RS00190	537		old_locus_tag=HUK68_00190
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	37269	37805	+	WP_175502370.1	WP_175502370.1		NUDIX hydrolase			HUK68_RS00190	537	178	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	37884	39017	+					mnmA		HUK68_RS00195	1134		old_locus_tag=HUK68_00195
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	37884	39017	+	WP_175502371.1	WP_175502371.1		tRNA 2-thiouridine(34) synthase MnmA	mnmA		HUK68_RS00195	1134	377	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	39053	40348	-							HUK68_RS00200	1296		old_locus_tag=HUK68_00200
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	39053	40348	-	WP_175502372.1	WP_175502372.1		hypothetical protein			HUK68_RS00200	1296	431	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	40383	42542	-							HUK68_RS00205	2160		old_locus_tag=HUK68_00205
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	40383	42542	-	WP_175502373.1	WP_175502373.1		hypothetical protein			HUK68_RS00205	2160	719	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	42561	43034	-							HUK68_RS00210	474		old_locus_tag=HUK68_00210
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	42561	43034	-	WP_175502374.1	WP_175502374.1		type III secretion system chaperone			HUK68_RS00210	474	157	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	43232	43855	+							HUK68_RS00215	624		old_locus_tag=HUK68_00215
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	43232	43855	+	WP_175502375.1	WP_175502375.1		hypothetical protein			HUK68_RS00215	624	207	
gene	pseudogene	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	43810	44449	+							HUK68_RS00220	640		partial;pseudo;old_locus_tag=HUK68_00220
CDS	without_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	43810	44449	+				ATP-binding cassette domain-containing protein			HUK68_RS00220	640		partial;pseudo
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	44460	44813	-							HUK68_RS00225	354		old_locus_tag=HUK68_00225
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	44460	44813	-	WP_175502376.1	WP_175502376.1		DUF1428 domain-containing protein			HUK68_RS00225	354	117	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	44907	45950	-							HUK68_RS00230	1044		old_locus_tag=HUK68_00230
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	44907	45950	-	WP_175502377.1	WP_175502377.1		alpha/beta hydrolase fold domain-containing protein			HUK68_RS00230	1044	347	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	46050	46541	-							HUK68_RS00235	492		old_locus_tag=HUK68_00235
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	46050	46541	-	WP_175502378.1	WP_175502378.1		Lrp/AsnC family transcriptional regulator			HUK68_RS00235	492	163	
gene	pseudogene	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	46613	47576	+							HUK68_RS00240	964		pseudo;old_locus_tag=HUK68_00240
CDS	without_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	46613	47576	+				DMT family transporter			HUK68_RS00240	964		pseudo
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	47758	48291	+							HUK68_RS00245	534		old_locus_tag=HUK68_00245
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	47758	48291	+	WP_175502379.1	WP_175502379.1		cysteine hydrolase			HUK68_RS00245	534	177	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	48297	48746	-							HUK68_RS00250	450		old_locus_tag=HUK68_00250
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	48297	48746	-	WP_175502380.1	WP_175502380.1		MerR family transcriptional regulator			HUK68_RS00250	450	149	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	48814	50052	+							HUK68_RS00255	1239		old_locus_tag=HUK68_00255
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	48814	50052	+	WP_175502381.1	WP_175502381.1		MFS transporter			HUK68_RS00255	1239	412	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	50068	51477	-							HUK68_RS00260	1410		old_locus_tag=HUK68_00260
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	50068	51477	-	WP_175502382.1	WP_175502382.1		DUF1254 domain-containing protein			HUK68_RS00260	1410	469	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	51521	52801	-							HUK68_RS00265	1281		old_locus_tag=HUK68_00265
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	51521	52801	-	WP_175502383.1	WP_175502383.1		DUF1214 domain-containing protein			HUK68_RS00265	1281	426	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	53202	53774	-					ssb		HUK68_RS00270	573		old_locus_tag=HUK68_00270
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	53202	53774	-	WP_175502384.1	WP_175502384.1		single-stranded DNA-binding protein	ssb		HUK68_RS00270	573	190	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	53939	55120	-							HUK68_RS00275	1182		old_locus_tag=HUK68_00275
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	53939	55120	-	WP_175505690.1	WP_175505690.1		MFS transporter			HUK68_RS00275	1182	393	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	55412	58396	+					uvrA		HUK68_RS00280	2985		old_locus_tag=HUK68_00280
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	55412	58396	+	WP_244146307.1	WP_244146307.1		excinuclease ABC subunit UvrA	uvrA		HUK68_RS00280	2985	994	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	58483	59628	+							HUK68_RS00285	1146		old_locus_tag=HUK68_00285
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	58483	59628	+	WP_175502386.1	WP_175502386.1		FAD-binding oxidoreductase			HUK68_RS00285	1146	381	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	59752	62202	+							HUK68_RS00290	2451		old_locus_tag=HUK68_00290
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	59752	62202	+	WP_175502387.1	WP_175502387.1		DUF1080 domain-containing protein			HUK68_RS00290	2451	816	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	62308	63276	-							HUK68_RS00295	969		old_locus_tag=HUK68_00295
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	62308	63276	-	WP_175502388.1	WP_175502388.1		succinylglutamate desuccinylase/aspartoacylase family protein			HUK68_RS00295	969	322	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	63273	64250	-							HUK68_RS00300	978		old_locus_tag=HUK68_00300
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	63273	64250	-	WP_175502389.1	WP_175502389.1		tripartite tricarboxylate transporter substrate binding protein			HUK68_RS00300	978	325	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	64354	65247	-							HUK68_RS00305	894		old_locus_tag=HUK68_00305
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	64354	65247	-	WP_175502390.1	WP_175502390.1		LysR family transcriptional regulator			HUK68_RS00305	894	297	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	65422	66258	-					pyrF		HUK68_RS00310	837		old_locus_tag=HUK68_00310
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	65422	66258	-	WP_175502391.1	WP_175502391.1		orotidine-5'-phosphate decarboxylase	pyrF		HUK68_RS00310	837	278	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	66333	67526	-							HUK68_RS00315	1194		old_locus_tag=HUK68_00315
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	66333	67526	-	WP_175502392.1	WP_175502392.1		phosphoglycerate kinase			HUK68_RS00315	1194	397	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	67695	68030	-							HUK68_RS00320	336		old_locus_tag=HUK68_00320
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	67695	68030	-	WP_175502393.1	WP_175502393.1		AzlD domain-containing protein			HUK68_RS00320	336	111	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	68027	68785	-							HUK68_RS00325	759		old_locus_tag=HUK68_00325
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	68027	68785	-	WP_244146308.1	WP_244146308.1		AzlC family ABC transporter permease			HUK68_RS00325	759	252	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	68872	69834	-					fmt		HUK68_RS00330	963		old_locus_tag=HUK68_00330
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	68872	69834	-	WP_175502395.1	WP_175502395.1		methionyl-tRNA formyltransferase	fmt		HUK68_RS00330	963	320	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	69863	70372	-							HUK68_RS00335	510		old_locus_tag=HUK68_00335
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	69863	70372	-	WP_244146218.1	WP_244146218.1		hypothetical protein			HUK68_RS00335	510	169	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	70372	70878	-					def		HUK68_RS00340	507		old_locus_tag=HUK68_00340
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	70372	70878	-	WP_175502396.1	WP_175502396.1		peptide deformylase	def		HUK68_RS00340	507	168	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	70877	71026	+							HUK68_RS00345	150		old_locus_tag=HUK68_00345
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	70877	71026	+	WP_175502397.1	WP_175502397.1		hypothetical protein			HUK68_RS00345	150	49	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	71036	72232	+							HUK68_RS00350	1197		old_locus_tag=HUK68_00350
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	71036	72232	+	WP_175502398.1	WP_175502398.1		LysM peptidoglycan-binding domain-containing protein			HUK68_RS00350	1197	398	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	72243	73421	+					dprA		HUK68_RS00355	1179		old_locus_tag=HUK68_00355
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	72243	73421	+	WP_244146219.1	WP_244146219.1		DNA-processing protein DprA	dprA		HUK68_RS00355	1179	392	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	73422	75647	-							HUK68_RS00360	2226		old_locus_tag=HUK68_00360
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	73422	75647	-	WP_175502399.1	WP_175502399.1		DUF1631 family protein			HUK68_RS00360	2226	741	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	75659	76609	-					secF		HUK68_RS00365	951		old_locus_tag=HUK68_00365
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	75659	76609	-	WP_175502400.1	WP_175502400.1		protein translocase subunit SecF	secF		HUK68_RS00365	951	316	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	76621	78513	-					secD		HUK68_RS00370	1893		old_locus_tag=HUK68_00370
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	76621	78513	-	WP_175502401.1	WP_175502401.1		protein translocase subunit SecD	secD		HUK68_RS00370	1893	630	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	78605	78940	-					yajC		HUK68_RS00375	336		old_locus_tag=HUK68_00375
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	78605	78940	-	WP_175502402.1	WP_175502402.1		preprotein translocase subunit YajC	yajC		HUK68_RS00375	336	111	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	79306	82950	-							HUK68_RS00380	3645		old_locus_tag=HUK68_00380
CDS	with_protein	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	79306	82950	-	WP_175502403.1	WP_175502403.1		indolepyruvate ferredoxin oxidoreductase family protein			HUK68_RS00380	3645	1214	
gene	protein_coding	GCF_013363755.1	Primary Assembly	chromosome		NZ_CP054840.1	83104	83607	+							HUK68_RS00385	504		old_locus_tag=HUK68_00385
