# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	28423	30489	-	WP_011795634.1	WP_011795634.1		PAS domain-containing hybrid sensor histidine kinase/response regulator		69631936	APS58_RS00130	2067	688	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	30623	31840	-						69631937	APS58_RS00135	1218		old_locus_tag=APS58_0027
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	30623	31840	-	WP_228194012.1	WP_228194012.1		MFS transporter		69631937	APS58_RS00135	1218	405	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	31972	32994	+						69631938	APS58_RS00140	1023		old_locus_tag=APS58_0028
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	31972	32994	+	WP_011795632.1	WP_011795632.1		LysR family transcriptional regulator		69631938	APS58_RS00140	1023	340	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	33046	33534	+						69631939	APS58_RS00145	489		old_locus_tag=APS58_0029
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	33046	33534	+	WP_011795631.1	WP_011795631.1		low molecular weight phosphotyrosine protein phosphatase		69631939	APS58_RS00145	489	162	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	33561	34565	-						69631940	APS58_RS00150	1005		old_locus_tag=APS58_0030
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	33561	34565	-	WP_228195430.1	WP_228195430.1		type III effector		69631940	APS58_RS00150	1005	334	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	34644	36101	-						69631941	APS58_RS00155	1458		old_locus_tag=APS58_0031
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	34644	36101	-	WP_011795629.1	WP_011795629.1		efflux transporter outer membrane subunit		69631941	APS58_RS00155	1458	485	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	36105	39275	-						69631942	APS58_RS00160	3171		old_locus_tag=APS58_0032
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	36105	39275	-	WP_048857577.1	WP_048857577.1		multidrug efflux RND transporter permease subunit		69631942	APS58_RS00160	3171	1056	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	39291	40481	-						69631943	APS58_RS00165	1191		old_locus_tag=APS58_0033
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	39291	40481	-	WP_011795627.1	WP_011795627.1		efflux RND transporter periplasmic adaptor subunit		69631943	APS58_RS00165	1191	396	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	40603	41343	+						69631944	APS58_RS00170	741		old_locus_tag=APS58_0034
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	40603	41343	+	WP_170838055.1	WP_170838055.1		response regulator		69631944	APS58_RS00170	741	246	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	41340	42398	+						69631945	APS58_RS00175	1059		old_locus_tag=APS58_0035
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	41340	42398	+	WP_011795625.1	WP_011795625.1		ATP-binding protein		69631945	APS58_RS00175	1059	352	
gene	tRNA	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	42446	42519	+						69631946	APS58_RS00180	74		old_locus_tag=APS58_0036
tRNA		GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	42446	42519	+				tRNA-Gly		69631946	APS58_RS00180	74		anticodon=CCC
gene	pseudogene	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	43447	44167	+						69631947	APS58_RS00190	721		pseudo
CDS	without_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	43447	44167	+				LysR substrate-binding domain-containing protein		69631947	APS58_RS00190	721		pseudo
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	44251	44754	-						69631948	APS58_RS00195	504		
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	44251	44754	-	WP_138919879.1	WP_138919879.1		hypothetical protein		69631948	APS58_RS00195	504	167	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	44760	49214	-						69631949	APS58_RS00200	4455		old_locus_tag=APS58_0038
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	44760	49214	-	WP_138919880.1	WP_138919880.1		LysM peptidoglycan-binding domain-containing protein		69631949	APS58_RS00200	4455	1484	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	49744	50217	-						69631950	APS58_RS00210	474		old_locus_tag=APS58_0039
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	49744	50217	-	WP_138919882.1	WP_138919882.1		hypothetical protein		69631950	APS58_RS00210	474	157	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	50309	51502	-						69631951	APS58_RS00215	1194		old_locus_tag=APS58_0040
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	50309	51502	-	WP_138919883.1	WP_138919883.1		hypothetical protein		69631951	APS58_RS00215	1194	397	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	51648	52861	-						69631952	APS58_RS00220	1214		old_locus_tag=APS58_0041
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	51648	52861	-	WP_138919884.1	WP_138919884.1		IS3 family transposase		69631952	APS58_RS00220	1215	404	ribosomal_slippage
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	53292	53702	-						69631953	APS58_RS00225	411		old_locus_tag=APS58_0043
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	53292	53702	-	WP_017438476.1	WP_017438476.1		hypothetical protein		69631953	APS58_RS00225	411	136	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	53710	54084	-						69631954	APS58_RS00230	375		old_locus_tag=APS58_0044
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	53710	54084	-	WP_017438475.1	WP_017438475.1		CdiA family toxin C-terminal domain-containing protein		69631954	APS58_RS00230	375	124	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	54081	55645	-						69631955	APS58_RS00235	1565		old_locus_tag=APS58_0045
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	54081	55645	-	WP_085947463.1	WP_085947463.1		IS3 family transposase		69631955	APS58_RS00235	1566	521	ribosomal_slippage
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	55546	57696	-						69631956	APS58_RS00240	2151		old_locus_tag=APS58_0046
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	55546	57696	-	WP_158296385.1	WP_158296385.1		LysM peptidoglycan-binding domain-containing protein		69631956	APS58_RS00240	2151	716	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	58018	58581	+						69631957	APS58_RS00245	564		old_locus_tag=APS58_0047
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	58018	58581	+	WP_011795621.1	WP_011795621.1		hypothetical protein		69631957	APS58_RS00245	564	187	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	58772	59899	+						69631958	APS58_RS00250	1128		old_locus_tag=APS58_0048
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	58772	59899	+	WP_011795620.1	WP_011795620.1		Ku protein		69631958	APS58_RS00250	1128	375	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	59911	62730	+					ligD	69631959	APS58_RS00255	2820		old_locus_tag=APS58_0049
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	59911	62730	+	WP_011795619.1	WP_011795619.1		DNA ligase D	ligD	69631959	APS58_RS00255	2820	939	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	62749	63813	-					bioB	69631960	APS58_RS00260	1065		old_locus_tag=APS58_0050
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	62749	63813	-	WP_011795618.1	WP_011795618.1		biotin synthase BioB	bioB	69631960	APS58_RS00260	1065	354	
gene	pseudogene	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	64139	64435	-						69631961	APS58_RS00265	297		partial;pseudo;old_locus_tag=APS58_0051
CDS	without_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	64139	64435	-				arylsulfatase		69631961	APS58_RS00265	297		partial;pseudo
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	64529	64996	-						69631962	APS58_RS00270	468		old_locus_tag=APS58_0052
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	64529	64996	-	WP_011795616.1	WP_011795616.1		VOC family protein		69631962	APS58_RS00270	468	155	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	64993	65697	-						69631963	APS58_RS00275	705		old_locus_tag=APS58_0053
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	64993	65697	-	WP_133246182.1	WP_133246182.1		hypothetical protein		69631963	APS58_RS00275	705	234	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	66041	68089	-						69631964	APS58_RS00280	2049		old_locus_tag=APS58_0054
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	66041	68089	-	WP_011795615.1	WP_011795615.1		acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha		69631964	APS58_RS00280	2049	682	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	68145	68684	-						69631965	APS58_RS00285	540		old_locus_tag=APS58_0055
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	68145	68684	-	WP_011795614.1	WP_011795614.1		NYN domain-containing protein		69631965	APS58_RS00285	540	179	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	68740	70272	-						69631966	APS58_RS00290	1533		old_locus_tag=APS58_0056
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	68740	70272	-	WP_011795613.1	WP_011795613.1		acyl-CoA carboxylase subunit beta		69631966	APS58_RS00290	1533	510	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	70345	71367	-					meaB	69631967	APS58_RS00295	1023		old_locus_tag=APS58_0057
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	70345	71367	-	WP_011795612.1	WP_011795612.1		methylmalonyl Co-A mutase-associated GTPase MeaB	meaB	69631967	APS58_RS00295	1023	340	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	71364	71792	-						69631968	APS58_RS00300	429		old_locus_tag=APS58_0058
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	71364	71792	-	WP_046059557.1	WP_046059557.1		GNAT family N-acetyltransferase		69631968	APS58_RS00300	429	142	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	71894	74062	-					scpA	69631969	APS58_RS00305	2169		old_locus_tag=APS58_0059
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	71894	74062	-	WP_011795610.1	WP_011795610.1		methylmalonyl-CoA mutase	scpA	69631969	APS58_RS00305	2169	722	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	74202	74837	+						69631970	APS58_RS00310	636		old_locus_tag=APS58_0060
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	74202	74837	+	WP_011795609.1	WP_011795609.1		GntR family transcriptional regulator		69631970	APS58_RS00310	636	211	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	74931	77210	+						69631971	APS58_RS00315	2280		old_locus_tag=APS58_0061
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	74931	77210	+	WP_233249077.1	WP_233249077.1		diguanylate cyclase		69631971	APS58_RS00315	2280	759	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	77235	80399	-						69631972	APS58_RS00320	3165		old_locus_tag=APS58_0062
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	77235	80399	-	WP_017438212.1	WP_017438212.1		CusA/CzcA family heavy metal efflux RND transporter		69631972	APS58_RS00320	3165	1054	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	80408	81658	-						69631973	APS58_RS00325	1251		old_locus_tag=APS58_0063
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	80408	81658	-	WP_017438211.1	WP_017438211.1		efflux RND transporter periplasmic adaptor subunit		69631973	APS58_RS00325	1251	416	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	81664	82830	-						69631974	APS58_RS00330	1167		old_locus_tag=APS58_0064
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	81664	82830	-	WP_228194016.1	WP_228194016.1		TolC family protein		69631974	APS58_RS00330	1167	388	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	83026	83406	-						69631975	APS58_RS00335	381		old_locus_tag=APS58_0065
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	83026	83406	-	WP_017438046.1	WP_017438046.1		hypothetical protein		69631975	APS58_RS00335	381	126	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	83460	83735	-						69631976	APS58_RS00340	276		old_locus_tag=APS58_0066
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	83460	83735	-	WP_052658265.1	WP_052658265.1		hypothetical protein		69631976	APS58_RS00340	276	91	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	83750	84700	-						69631977	APS58_RS00345	951		old_locus_tag=APS58_0067
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	83750	84700	-	WP_011793809.1	WP_011793809.1		IS110 family transposase		69631977	APS58_RS00345	951	316	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	84697	85473	-						69636307	APS58_RS22605	777		old_locus_tag=APS58_0068
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	84697	85473	-	WP_011795602.1	WP_011795602.1		hypothetical protein		69636307	APS58_RS22605	777	258	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	85759	86100	+						69631978	APS58_RS00355	342		old_locus_tag=APS58_0069
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	85759	86100	+	WP_011795601.1	WP_011795601.1		hypothetical protein		69631978	APS58_RS00355	342	113	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	86118	86609	+						69631979	APS58_RS00360	492		old_locus_tag=APS58_0070
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	86118	86609	+	WP_017438044.1	WP_017438044.1		DUF4189 domain-containing protein		69631979	APS58_RS00360	492	163	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	86776	87111	+						69631980	APS58_RS00365	336		old_locus_tag=APS58_0071
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	86776	87111	+	WP_011795599.1	WP_011795599.1		hypothetical protein		69631980	APS58_RS00365	336	111	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	87180	87869	-						69631981	APS58_RS00370	690		old_locus_tag=APS58_0072
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	87180	87869	-	WP_011795598.1	WP_011795598.1		response regulator transcription factor		69631981	APS58_RS00370	690	229	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	88080	89693	-						69631982	APS58_RS00375	1614		old_locus_tag=APS58_0073
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	88080	89693	-	WP_011795597.1	WP_011795597.1		methyl-accepting chemotaxis protein		69631982	APS58_RS00375	1614	537	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	90135	90455	+						69631983	APS58_RS00380	321		old_locus_tag=APS58_0074
CDS	with_protein	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	90135	90455	+	WP_228194017.1	WP_228194017.1		DNA cytosine methyltransferase		69631983	APS58_RS00380	321	106	
gene	protein_coding	GCF_001593665.2	Primary Assembly	chromosome		NZ_CP029373.1	90499	90729	+						69631984	APS58_RS00385	231		old_locus_tag=APS58_0075
